clip_id,voice_id,sentence_id,noise_type,snr_db,path,reference_raw,prediction_raw,reference_norm,prediction_norm,wer,cer
voice_02_s009_fan_10db,voice_02,s009,fan,10,data\noisy_wav\voice_02_s009_fan_10db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_02_s009_fan_5db,voice_02,s009,fan,5,data\noisy_wav\voice_02_s009_fan_5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_02_s009_fan_0db,voice_02,s009,fan,0,data\noisy_wav\voice_02_s009_fan_0db.wav,We ordered soup and bread for lunch.,we ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_02_s009_fan_-5db,voice_02,s009,fan,-5,data\noisy_wav\voice_02_s009_fan_-5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_02_s009_fan_-10db,voice_02,s009,fan,-10,data\noisy_wav\voice_02_s009_fan_-10db.wav,We ordered soup and bread for lunch.,the order to see the breath.,we ordered soup and bread for lunch,the order to see the breath,1.0,0.6
voice_02_s010_cafe_20db,voice_02,s010,cafe,20,data\noisy_wav\voice_02_s010_cafe_20db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_cafe_10db,voice_02,s010,cafe,10,data\noisy_wav\voice_02_s010_cafe_10db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_cafe_5db,voice_02,s010,cafe,5,data\noisy_wav\voice_02_s010_cafe_5db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_cafe_0db,voice_02,s010,cafe,0,data\noisy_wav\voice_02_s010_cafe_0db.wav,The lights flickered when the storm began.,the lights have flickered when the storm began.,the lights flickered when the storm began,the lights have flickered when the storm began,0.14285714285714285,0.12195121951219512
voice_02_s010_cafe_-5db,voice_02,s010,cafe,-5,data\noisy_wav\voice_02_s010_cafe_-5db.wav,The lights flickered when the storm began.,The lights flickered with the storm again.,the lights flickered when the storm began,the lights flickered with the storm again,0.2857142857142857,0.14634146341463414
voice_02_s010_cafe_-10db,voice_02,s010,cafe,-10,data\noisy_wav\voice_02_s010_cafe_-10db.wav,The lights flickered when the storm began.,the lights of the room is coming in.,the lights flickered when the storm began,the lights of the room is coming in,0.8571428571428571,0.5609756097560976
voice_02_s010_traffic_20db,voice_02,s010,traffic,20,data\noisy_wav\voice_02_s010_traffic_20db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_traffic_10db,voice_02,s010,traffic,10,data\noisy_wav\voice_02_s010_traffic_10db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_traffic_5db,voice_02,s010,traffic,5,data\noisy_wav\voice_02_s010_traffic_5db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_traffic_0db,voice_02,s010,traffic,0,data\noisy_wav\voice_02_s010_traffic_0db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_traffic_-5db,voice_02,s010,traffic,-5,data\noisy_wav\voice_02_s010_traffic_-5db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_traffic_-10db,voice_02,s010,traffic,-10,data\noisy_wav\voice_02_s010_traffic_-10db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_fan_20db,voice_02,s010,fan,20,data\noisy_wav\voice_02_s010_fan_20db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_fan_10db,voice_02,s010,fan,10,data\noisy_wav\voice_02_s010_fan_10db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_fan_5db,voice_02,s010,fan,5,data\noisy_wav\voice_02_s010_fan_5db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_fan_0db,voice_02,s010,fan,0,data\noisy_wav\voice_02_s010_fan_0db.wav,The lights flickered when the storm began.,the lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_02_s010_fan_-5db,voice_02,s010,fan,-5,data\noisy_wav\voice_02_s010_fan_-5db.wav,The lights flickered when the storm began.,lights flickered when the storm began.,the lights flickered when the storm began,lights flickered when the storm began,0.14285714285714285,0.0975609756097561
voice_02_s010_fan_-10db,voice_02,s010,fan,-10,data\noisy_wav\voice_02_s010_fan_-10db.wav,The lights flickered when the storm began.,like some flicker in the store again.,the lights flickered when the storm began,like some flicker in the store again,0.8571428571428571,0.43902439024390244
voice_02_s011_cafe_20db,voice_02,s011,cafe,20,data\noisy_wav\voice_02_s011_cafe_20db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_cafe_10db,voice_02,s011,cafe,10,data\noisy_wav\voice_02_s011_cafe_10db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_cafe_5db,voice_02,s011,cafe,5,data\noisy_wav\voice_02_s011_cafe_5db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_cafe_0db,voice_02,s011,cafe,0,data\noisy_wav\voice_02_s011_cafe_0db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence right here.,my neighbor painted the fence bright blue,my neighbor painted the fence right here,0.2857142857142857,0.0975609756097561
voice_02_s011_cafe_-5db,voice_02,s011,cafe,-5,data\noisy_wav\voice_02_s011_cafe_-5db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence right blue.,my neighbor painted the fence bright blue,my neighbor painted the fence right blue,0.14285714285714285,0.024390243902439025
voice_02_s011_cafe_-10db,voice_02,s011,cafe,-10,data\noisy_wav\voice_02_s011_cafe_-10db.wav,My neighbor painted the fence bright blue.,That's all right.,my neighbor painted the fence bright blue,that's all right,1.0,0.7560975609756098
voice_02_s011_traffic_20db,voice_02,s011,traffic,20,data\noisy_wav\voice_02_s011_traffic_20db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_traffic_10db,voice_02,s011,traffic,10,data\noisy_wav\voice_02_s011_traffic_10db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_traffic_5db,voice_02,s011,traffic,5,data\noisy_wav\voice_02_s011_traffic_5db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_traffic_0db,voice_02,s011,traffic,0,data\noisy_wav\voice_02_s011_traffic_0db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_traffic_-5db,voice_02,s011,traffic,-5,data\noisy_wav\voice_02_s011_traffic_-5db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_traffic_-10db,voice_02,s011,traffic,-10,data\noisy_wav\voice_02_s011_traffic_-10db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_fan_20db,voice_02,s011,fan,20,data\noisy_wav\voice_02_s011_fan_20db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_fan_10db,voice_02,s011,fan,10,data\noisy_wav\voice_02_s011_fan_10db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_fan_5db,voice_02,s011,fan,5,data\noisy_wav\voice_02_s011_fan_5db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_fan_0db,voice_02,s011,fan,0,data\noisy_wav\voice_02_s011_fan_0db.wav,My neighbor painted the fence bright blue.,My neighbor painted the fence bright blue.,my neighbor painted the fence bright blue,my neighbor painted the fence bright blue,0.0,0.0
voice_02_s011_fan_-5db,voice_02,s011,fan,-5,data\noisy_wav\voice_02_s011_fan_-5db.wav,My neighbor painted the fence bright blue.,My name is Payne of the Fence Bright Blue.,my neighbor painted the fence bright blue,my name is payne of the fence bright blue,0.5714285714285714,0.2926829268292683
voice_02_s011_fan_-10db,voice_02,s011,fan,-10,data\noisy_wav\voice_02_s011_fan_-10db.wav,My neighbor painted the fence bright blue.,by Mayna Defense GRAY FOUR.,my neighbor painted the fence bright blue,by mayna defense gray four,1.0,0.6585365853658537
voice_02_s012_cafe_20db,voice_02,s012,cafe,20,data\noisy_wav\voice_02_s012_cafe_20db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_cafe_10db,voice_02,s012,cafe,10,data\noisy_wav\voice_02_s012_cafe_10db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_cafe_5db,voice_02,s012,cafe,5,data\noisy_wav\voice_02_s012_cafe_5db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_cafe_0db,voice_02,s012,cafe,0,data\noisy_wav\voice_02_s012_cafe_0db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_cafe_-5db,voice_02,s012,cafe,-5,data\noisy_wav\voice_02_s012_cafe_-5db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_cafe_-10db,voice_02,s012,cafe,-10,data\noisy_wav\voice_02_s012_cafe_-10db.wav,The students waited quietly outside the classroom.,relax and relax and focus on it and practice it.,the students waited quietly outside the classroom,relax and relax and focus on it and practice it,1.4285714285714286,0.8571428571428571
voice_02_s012_traffic_20db,voice_02,s012,traffic,20,data\noisy_wav\voice_02_s012_traffic_20db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_traffic_10db,voice_02,s012,traffic,10,data\noisy_wav\voice_02_s012_traffic_10db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_traffic_5db,voice_02,s012,traffic,5,data\noisy_wav\voice_02_s012_traffic_5db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_traffic_0db,voice_02,s012,traffic,0,data\noisy_wav\voice_02_s012_traffic_0db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_traffic_-5db,voice_02,s012,traffic,-5,data\noisy_wav\voice_02_s012_traffic_-5db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_traffic_-10db,voice_02,s012,traffic,-10,data\noisy_wav\voice_02_s012_traffic_-10db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_fan_20db,voice_02,s012,fan,20,data\noisy_wav\voice_02_s012_fan_20db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_fan_10db,voice_02,s012,fan,10,data\noisy_wav\voice_02_s012_fan_10db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_fan_5db,voice_02,s012,fan,5,data\noisy_wav\voice_02_s012_fan_5db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_fan_0db,voice_02,s012,fan,0,data\noisy_wav\voice_02_s012_fan_0db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_fan_-5db,voice_02,s012,fan,-5,data\noisy_wav\voice_02_s012_fan_-5db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s012_fan_-10db,voice_02,s012,fan,-10,data\noisy_wav\voice_02_s012_fan_-10db.wav,The students waited quietly outside the classroom.,the student's weighted widely outside the classroom.,the students waited quietly outside the classroom,the student's weighted widely outside the classroom,0.42857142857142855,0.16326530612244897
voice_02_s013_cafe_20db,voice_02,s013,cafe,20,data\noisy_wav\voice_02_s013_cafe_20db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_cafe_10db,voice_02,s013,cafe,10,data\noisy_wav\voice_02_s013_cafe_10db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_cafe_5db,voice_02,s013,cafe,5,data\noisy_wav\voice_02_s013_cafe_5db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_cafe_0db,voice_02,s013,cafe,0,data\noisy_wav\voice_02_s013_cafe_0db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_cafe_-5db,voice_02,s013,cafe,-5,data\noisy_wav\voice_02_s013_cafe_-5db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_cafe_-10db,voice_02,s013,cafe,-10,data\noisy_wav\voice_02_s013_cafe_-10db.wav,She found her keys under the couch cushion.,She found her keys under the couch.,she found her keys under the couch cushion,she found her keys under the couch,0.125,0.19047619047619047
voice_02_s013_traffic_20db,voice_02,s013,traffic,20,data\noisy_wav\voice_02_s013_traffic_20db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_traffic_10db,voice_02,s013,traffic,10,data\noisy_wav\voice_02_s013_traffic_10db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_traffic_5db,voice_02,s013,traffic,5,data\noisy_wav\voice_02_s013_traffic_5db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_traffic_0db,voice_02,s013,traffic,0,data\noisy_wav\voice_02_s013_traffic_0db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_traffic_-5db,voice_02,s013,traffic,-5,data\noisy_wav\voice_02_s013_traffic_-5db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_traffic_-10db,voice_02,s013,traffic,-10,data\noisy_wav\voice_02_s013_traffic_-10db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_fan_20db,voice_02,s013,fan,20,data\noisy_wav\voice_02_s013_fan_20db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_fan_10db,voice_02,s013,fan,10,data\noisy_wav\voice_02_s013_fan_10db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_fan_5db,voice_02,s013,fan,5,data\noisy_wav\voice_02_s013_fan_5db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_fan_0db,voice_02,s013,fan,0,data\noisy_wav\voice_02_s013_fan_0db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_fan_-5db,voice_02,s013,fan,-5,data\noisy_wav\voice_02_s013_fan_-5db.wav,She found her keys under the couch cushion.,She found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s013_fan_-10db,voice_02,s013,fan,-10,data\noisy_wav\voice_02_s013_fan_-10db.wav,She found her keys under the couch cushion.,she found her keys under the couch cushion.,she found her keys under the couch cushion,she found her keys under the couch cushion,0.0,0.0
voice_02_s014_cafe_20db,voice_02,s014,cafe,20,data\noisy_wav\voice_02_s014_cafe_20db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_cafe_10db,voice_02,s014,cafe,10,data\noisy_wav\voice_02_s014_cafe_10db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_cafe_5db,voice_02,s014,cafe,5,data\noisy_wav\voice_02_s014_cafe_5db.wav,The printer jammed before the final page.,The printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_cafe_0db,voice_02,s014,cafe,0,data\noisy_wav\voice_02_s014_cafe_0db.wav,The printer jammed before the final page.,the printer jammed for the final pitch.,the printer jammed before the final page,the printer jammed for the final pitch,0.2857142857142857,0.175
voice_02_s014_cafe_-5db,voice_02,s014,cafe,-5,data\noisy_wav\voice_02_s014_cafe_-5db.wav,The printer jammed before the final page.,The printer jammed before the final hit.,the printer jammed before the final page,the printer jammed before the final hit,0.14285714285714285,0.1
voice_02_s014_cafe_-10db,voice_02,s014,cafe,-10,data\noisy_wav\voice_02_s014_cafe_-10db.wav,The printer jammed before the final page.,the brand new jam for the final.,the printer jammed before the final page,the brand new jam for the final,0.7142857142857143,0.425
voice_02_s014_traffic_20db,voice_02,s014,traffic,20,data\noisy_wav\voice_02_s014_traffic_20db.wav,The printer jammed before the final page.,The printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_traffic_10db,voice_02,s014,traffic,10,data\noisy_wav\voice_02_s014_traffic_10db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_traffic_5db,voice_02,s014,traffic,5,data\noisy_wav\voice_02_s014_traffic_5db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_traffic_0db,voice_02,s014,traffic,0,data\noisy_wav\voice_02_s014_traffic_0db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_traffic_-5db,voice_02,s014,traffic,-5,data\noisy_wav\voice_02_s014_traffic_-5db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_traffic_-10db,voice_02,s014,traffic,-10,data\noisy_wav\voice_02_s014_traffic_-10db.wav,The printer jammed before the final page.,the printer jammed for the final page.,the printer jammed before the final page,the printer jammed for the final page,0.14285714285714285,0.075
voice_02_s014_fan_20db,voice_02,s014,fan,20,data\noisy_wav\voice_02_s014_fan_20db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_fan_10db,voice_02,s014,fan,10,data\noisy_wav\voice_02_s014_fan_10db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_fan_5db,voice_02,s014,fan,5,data\noisy_wav\voice_02_s014_fan_5db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_fan_0db,voice_02,s014,fan,0,data\noisy_wav\voice_02_s014_fan_0db.wav,The printer jammed before the final page.,the printer jammed before the final page.,the printer jammed before the final page,the printer jammed before the final page,0.0,0.0
voice_02_s014_fan_-5db,voice_02,s014,fan,-5,data\noisy_wav\voice_02_s014_fan_-5db.wav,The printer jammed before the final page.,the printer jammed for the final page.,the printer jammed before the final page,the printer jammed for the final page,0.14285714285714285,0.075
voice_02_s014_fan_-10db,voice_02,s014,fan,-10,data\noisy_wav\voice_02_s014_fan_-10db.wav,The printer jammed before the final page.,the printer jammed for the final page.,the printer jammed before the final page,the printer jammed for the final page,0.14285714285714285,0.075
voice_02_s015_cafe_20db,voice_02,s015,cafe,20,data\noisy_wav\voice_02_s015_cafe_20db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_cafe_10db,voice_02,s015,cafe,10,data\noisy_wav\voice_02_s015_cafe_10db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_cafe_5db,voice_02,s015,cafe,5,data\noisy_wav\voice_02_s015_cafe_5db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_cafe_0db,voice_02,s015,cafe,0,data\noisy_wav\voice_02_s015_cafe_0db.wav,He carried the boxes into the garage.,he carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_cafe_-5db,voice_02,s015,cafe,-5,data\noisy_wav\voice_02_s015_cafe_-5db.wav,He carried the boxes into the garage.,and preparing the boxes for the garage.,he carried the boxes into the garage,and preparing the boxes for the garage,0.42857142857142855,0.3888888888888889
voice_02_s015_cafe_-10db,voice_02,s015,cafe,-10,data\noisy_wav\voice_02_s015_cafe_-10db.wav,He carried the boxes into the garage.,We'll carry the monster to the future.,he carried the boxes into the garage,we'll carry the monster to the future,0.7142857142857143,0.5277777777777778
voice_02_s015_traffic_20db,voice_02,s015,traffic,20,data\noisy_wav\voice_02_s015_traffic_20db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_traffic_10db,voice_02,s015,traffic,10,data\noisy_wav\voice_02_s015_traffic_10db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_traffic_5db,voice_02,s015,traffic,5,data\noisy_wav\voice_02_s015_traffic_5db.wav,He carried the boxes into the garage.,he carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_traffic_0db,voice_02,s015,traffic,0,data\noisy_wav\voice_02_s015_traffic_0db.wav,He carried the boxes into the garage.,and carried the boxes into the garage.,he carried the boxes into the garage,and carried the boxes into the garage,0.14285714285714285,0.08333333333333333
voice_02_s015_traffic_-5db,voice_02,s015,traffic,-5,data\noisy_wav\voice_02_s015_traffic_-5db.wav,He carried the boxes into the garage.,he carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_traffic_-10db,voice_02,s015,traffic,-10,data\noisy_wav\voice_02_s015_traffic_-10db.wav,He carried the boxes into the garage.,and carry the boxes into the garage.,he carried the boxes into the garage,and carry the boxes into the garage,0.2857142857142857,0.16666666666666666
voice_02_s015_fan_20db,voice_02,s015,fan,20,data\noisy_wav\voice_02_s015_fan_20db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_fan_10db,voice_02,s015,fan,10,data\noisy_wav\voice_02_s015_fan_10db.wav,He carried the boxes into the garage.,he carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_fan_5db,voice_02,s015,fan,5,data\noisy_wav\voice_02_s015_fan_5db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_fan_0db,voice_02,s015,fan,0,data\noisy_wav\voice_02_s015_fan_0db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_fan_-5db,voice_02,s015,fan,-5,data\noisy_wav\voice_02_s015_fan_-5db.wav,He carried the boxes into the garage.,He carried the boxes into the garage.,he carried the boxes into the garage,he carried the boxes into the garage,0.0,0.0
voice_02_s015_fan_-10db,voice_02,s015,fan,-10,data\noisy_wav\voice_02_s015_fan_-10db.wav,He carried the boxes into the garage.,carrying the box.,he carried the boxes into the garage,carrying the box,0.8571428571428571,0.6666666666666666
voice_02_s016_cafe_20db,voice_02,s016,cafe,20,data\noisy_wav\voice_02_s016_cafe_20db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_cafe_10db,voice_02,s016,cafe,10,data\noisy_wav\voice_02_s016_cafe_10db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_cafe_5db,voice_02,s016,cafe,5,data\noisy_wav\voice_02_s016_cafe_5db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
