clip_id,voice_id,sentence_id,transcript,audio_type,noise_type,snr_db,noise_start_sample,path
voice_01_s045_fan_20db,voice_01,s045,She closed the book and looked at the clock.,noisy,fan,20,145095,data\noisy_wav\voice_01_s045_fan_20db.wav
voice_01_s045_fan_10db,voice_01,s045,She closed the book and looked at the clock.,noisy,fan,10,158157,data\noisy_wav\voice_01_s045_fan_10db.wav
voice_01_s045_fan_5db,voice_01,s045,She closed the book and looked at the clock.,noisy,fan,5,242495,data\noisy_wav\voice_01_s045_fan_5db.wav
voice_01_s045_fan_0db,voice_01,s045,She closed the book and looked at the clock.,noisy,fan,0,401641,data\noisy_wav\voice_01_s045_fan_0db.wav
voice_01_s045_fan_-5db,voice_01,s045,She closed the book and looked at the clock.,noisy,fan,-5,727659,data\noisy_wav\voice_01_s045_fan_-5db.wav
voice_01_s045_fan_-10db,voice_01,s045,She closed the book and looked at the clock.,noisy,fan,-10,160227,data\noisy_wav\voice_01_s045_fan_-10db.wav
voice_01_s046_cafe_20db,voice_01,s046,The car engine started after a few tries.,noisy,cafe,20,185183,data\noisy_wav\voice_01_s046_cafe_20db.wav
voice_01_s046_cafe_10db,voice_01,s046,The car engine started after a few tries.,noisy,cafe,10,56086,data\noisy_wav\voice_01_s046_cafe_10db.wav
voice_01_s046_cafe_5db,voice_01,s046,The car engine started after a few tries.,noisy,cafe,5,16837,data\noisy_wav\voice_01_s046_cafe_5db.wav
voice_01_s046_cafe_0db,voice_01,s046,The car engine started after a few tries.,noisy,cafe,0,108755,data\noisy_wav\voice_01_s046_cafe_0db.wav
voice_01_s046_cafe_-5db,voice_01,s046,The car engine started after a few tries.,noisy,cafe,-5,106849,data\noisy_wav\voice_01_s046_cafe_-5db.wav
voice_01_s046_cafe_-10db,voice_01,s046,The car engine started after a few tries.,noisy,cafe,-10,86738,data\noisy_wav\voice_01_s046_cafe_-10db.wav
voice_01_s046_traffic_20db,voice_01,s046,The car engine started after a few tries.,noisy,traffic,20,4551752,data\noisy_wav\voice_01_s046_traffic_20db.wav
voice_01_s046_traffic_10db,voice_01,s046,The car engine started after a few tries.,noisy,traffic,10,3908456,data\noisy_wav\voice_01_s046_traffic_10db.wav
voice_01_s046_traffic_5db,voice_01,s046,The car engine started after a few tries.,noisy,traffic,5,3487767,data\noisy_wav\voice_01_s046_traffic_5db.wav
voice_01_s046_traffic_0db,voice_01,s046,The car engine started after a few tries.,noisy,traffic,0,522322,data\noisy_wav\voice_01_s046_traffic_0db.wav
voice_01_s046_traffic_-5db,voice_01,s046,The car engine started after a few tries.,noisy,traffic,-5,1735052,data\noisy_wav\voice_01_s046_traffic_-5db.wav
voice_01_s046_traffic_-10db,voice_01,s046,The car engine started after a few tries.,noisy,traffic,-10,6986797,data\noisy_wav\voice_01_s046_traffic_-10db.wav
voice_01_s046_fan_20db,voice_01,s046,The car engine started after a few tries.,noisy,fan,20,440552,data\noisy_wav\voice_01_s046_fan_20db.wav
voice_01_s046_fan_10db,voice_01,s046,The car engine started after a few tries.,noisy,fan,10,408396,data\noisy_wav\voice_01_s046_fan_10db.wav
voice_01_s046_fan_5db,voice_01,s046,The car engine started after a few tries.,noisy,fan,5,807189,data\noisy_wav\voice_01_s046_fan_5db.wav
voice_01_s046_fan_0db,voice_01,s046,The car engine started after a few tries.,noisy,fan,0,612451,data\noisy_wav\voice_01_s046_fan_0db.wav
voice_01_s046_fan_-5db,voice_01,s046,The car engine started after a few tries.,noisy,fan,-5,729308,data\noisy_wav\voice_01_s046_fan_-5db.wav
voice_01_s046_fan_-10db,voice_01,s046,The car engine started after a few tries.,noisy,fan,-10,20480,data\noisy_wav\voice_01_s046_fan_-10db.wav
voice_01_s047_cafe_20db,voice_01,s047,We saved the extra chairs for the guests.,noisy,cafe,20,224587,data\noisy_wav\voice_01_s047_cafe_20db.wav
voice_01_s047_cafe_10db,voice_01,s047,We saved the extra chairs for the guests.,noisy,cafe,10,230858,data\noisy_wav\voice_01_s047_cafe_10db.wav
voice_01_s047_cafe_5db,voice_01,s047,We saved the extra chairs for the guests.,noisy,cafe,5,200696,data\noisy_wav\voice_01_s047_cafe_5db.wav
voice_01_s047_cafe_0db,voice_01,s047,We saved the extra chairs for the guests.,noisy,cafe,0,150913,data\noisy_wav\voice_01_s047_cafe_0db.wav
voice_01_s047_cafe_-5db,voice_01,s047,We saved the extra chairs for the guests.,noisy,cafe,-5,99714,data\noisy_wav\voice_01_s047_cafe_-5db.wav
voice_01_s047_cafe_-10db,voice_01,s047,We saved the extra chairs for the guests.,noisy,cafe,-10,125037,data\noisy_wav\voice_01_s047_cafe_-10db.wav
voice_01_s047_traffic_20db,voice_01,s047,We saved the extra chairs for the guests.,noisy,traffic,20,49459,data\noisy_wav\voice_01_s047_traffic_20db.wav
voice_01_s047_traffic_10db,voice_01,s047,We saved the extra chairs for the guests.,noisy,traffic,10,7908290,data\noisy_wav\voice_01_s047_traffic_10db.wav
voice_01_s047_traffic_5db,voice_01,s047,We saved the extra chairs for the guests.,noisy,traffic,5,2950766,data\noisy_wav\voice_01_s047_traffic_5db.wav
voice_01_s047_traffic_0db,voice_01,s047,We saved the extra chairs for the guests.,noisy,traffic,0,2504944,data\noisy_wav\voice_01_s047_traffic_0db.wav
voice_01_s047_traffic_-5db,voice_01,s047,We saved the extra chairs for the guests.,noisy,traffic,-5,6320607,data\noisy_wav\voice_01_s047_traffic_-5db.wav
voice_01_s047_traffic_-10db,voice_01,s047,We saved the extra chairs for the guests.,noisy,traffic,-10,3271445,data\noisy_wav\voice_01_s047_traffic_-10db.wav
voice_01_s047_fan_20db,voice_01,s047,We saved the extra chairs for the guests.,noisy,fan,20,439375,data\noisy_wav\voice_01_s047_fan_20db.wav
voice_01_s047_fan_10db,voice_01,s047,We saved the extra chairs for the guests.,noisy,fan,10,564365,data\noisy_wav\voice_01_s047_fan_10db.wav
voice_01_s047_fan_5db,voice_01,s047,We saved the extra chairs for the guests.,noisy,fan,5,783826,data\noisy_wav\voice_01_s047_fan_5db.wav
voice_01_s047_fan_0db,voice_01,s047,We saved the extra chairs for the guests.,noisy,fan,0,770319,data\noisy_wav\voice_01_s047_fan_0db.wav
voice_01_s047_fan_-5db,voice_01,s047,We saved the extra chairs for the guests.,noisy,fan,-5,572661,data\noisy_wav\voice_01_s047_fan_-5db.wav
voice_01_s047_fan_-10db,voice_01,s047,We saved the extra chairs for the guests.,noisy,fan,-10,632556,data\noisy_wav\voice_01_s047_fan_-10db.wav
voice_01_s048_cafe_20db,voice_01,s048,The glass bottle rolled under the table.,noisy,cafe,20,57812,data\noisy_wav\voice_01_s048_cafe_20db.wav
voice_01_s048_cafe_10db,voice_01,s048,The glass bottle rolled under the table.,noisy,cafe,10,127986,data\noisy_wav\voice_01_s048_cafe_10db.wav
voice_01_s048_cafe_5db,voice_01,s048,The glass bottle rolled under the table.,noisy,cafe,5,57520,data\noisy_wav\voice_01_s048_cafe_5db.wav
voice_01_s048_cafe_0db,voice_01,s048,The glass bottle rolled under the table.,noisy,cafe,0,71548,data\noisy_wav\voice_01_s048_cafe_0db.wav
voice_01_s048_cafe_-5db,voice_01,s048,The glass bottle rolled under the table.,noisy,cafe,-5,114251,data\noisy_wav\voice_01_s048_cafe_-5db.wav
voice_01_s048_cafe_-10db,voice_01,s048,The glass bottle rolled under the table.,noisy,cafe,-10,127308,data\noisy_wav\voice_01_s048_cafe_-10db.wav
voice_01_s048_traffic_20db,voice_01,s048,The glass bottle rolled under the table.,noisy,traffic,20,243477,data\noisy_wav\voice_01_s048_traffic_20db.wav
voice_01_s048_traffic_10db,voice_01,s048,The glass bottle rolled under the table.,noisy,traffic,10,3261970,data\noisy_wav\voice_01_s048_traffic_10db.wav
voice_01_s048_traffic_5db,voice_01,s048,The glass bottle rolled under the table.,noisy,traffic,5,2819658,data\noisy_wav\voice_01_s048_traffic_5db.wav
voice_01_s048_traffic_0db,voice_01,s048,The glass bottle rolled under the table.,noisy,traffic,0,5610918,data\noisy_wav\voice_01_s048_traffic_0db.wav
voice_01_s048_traffic_-5db,voice_01,s048,The glass bottle rolled under the table.,noisy,traffic,-5,5697055,data\noisy_wav\voice_01_s048_traffic_-5db.wav
voice_01_s048_traffic_-10db,voice_01,s048,The glass bottle rolled under the table.,noisy,traffic,-10,6695303,data\noisy_wav\voice_01_s048_traffic_-10db.wav
voice_01_s048_fan_20db,voice_01,s048,The glass bottle rolled under the table.,noisy,fan,20,423956,data\noisy_wav\voice_01_s048_fan_20db.wav
voice_01_s048_fan_10db,voice_01,s048,The glass bottle rolled under the table.,noisy,fan,10,759359,data\noisy_wav\voice_01_s048_fan_10db.wav
voice_01_s048_fan_5db,voice_01,s048,The glass bottle rolled under the table.,noisy,fan,5,173061,data\noisy_wav\voice_01_s048_fan_5db.wav
voice_01_s048_fan_0db,voice_01,s048,The glass bottle rolled under the table.,noisy,fan,0,490094,data\noisy_wav\voice_01_s048_fan_0db.wav
voice_01_s048_fan_-5db,voice_01,s048,The glass bottle rolled under the table.,noisy,fan,-5,133827,data\noisy_wav\voice_01_s048_fan_-5db.wav
voice_01_s048_fan_-10db,voice_01,s048,The glass bottle rolled under the table.,noisy,fan,-10,652483,data\noisy_wav\voice_01_s048_fan_-10db.wav
voice_01_s049_cafe_20db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,cafe,20,140017,data\noisy_wav\voice_01_s049_cafe_20db.wav
voice_01_s049_cafe_10db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,cafe,10,7069,data\noisy_wav\voice_01_s049_cafe_10db.wav
voice_01_s049_cafe_5db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,cafe,5,103290,data\noisy_wav\voice_01_s049_cafe_5db.wav
voice_01_s049_cafe_0db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,cafe,0,155161,data\noisy_wav\voice_01_s049_cafe_0db.wav
voice_01_s049_cafe_-5db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,cafe,-5,147951,data\noisy_wav\voice_01_s049_cafe_-5db.wav
voice_01_s049_cafe_-10db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,cafe,-10,173801,data\noisy_wav\voice_01_s049_cafe_-10db.wav
voice_01_s049_traffic_20db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,traffic,20,227348,data\noisy_wav\voice_01_s049_traffic_20db.wav
voice_01_s049_traffic_10db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,traffic,10,704202,data\noisy_wav\voice_01_s049_traffic_10db.wav
voice_01_s049_traffic_5db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,traffic,5,5391774,data\noisy_wav\voice_01_s049_traffic_5db.wav
voice_01_s049_traffic_0db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,traffic,0,3595464,data\noisy_wav\voice_01_s049_traffic_0db.wav
voice_01_s049_traffic_-5db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,traffic,-5,1138329,data\noisy_wav\voice_01_s049_traffic_-5db.wav
voice_01_s049_traffic_-10db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,traffic,-10,7271676,data\noisy_wav\voice_01_s049_traffic_-10db.wav
voice_01_s049_fan_20db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,fan,20,484125,data\noisy_wav\voice_01_s049_fan_20db.wav
voice_01_s049_fan_10db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,fan,10,190556,data\noisy_wav\voice_01_s049_fan_10db.wav
voice_01_s049_fan_5db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,fan,5,52727,data\noisy_wav\voice_01_s049_fan_5db.wav
voice_01_s049_fan_0db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,fan,0,272793,data\noisy_wav\voice_01_s049_fan_0db.wav
voice_01_s049_fan_-5db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,fan,-5,397519,data\noisy_wav\voice_01_s049_fan_-5db.wav
voice_01_s049_fan_-10db,voice_01,s049,He spoke clearly so everyone could understand.,noisy,fan,-10,343254,data\noisy_wav\voice_01_s049_fan_-10db.wav
voice_01_s050_cafe_20db,voice_01,s050,The final question was harder than expected.,noisy,cafe,20,55485,data\noisy_wav\voice_01_s050_cafe_20db.wav
voice_01_s050_cafe_10db,voice_01,s050,The final question was harder than expected.,noisy,cafe,10,119196,data\noisy_wav\voice_01_s050_cafe_10db.wav
voice_01_s050_cafe_5db,voice_01,s050,The final question was harder than expected.,noisy,cafe,5,85680,data\noisy_wav\voice_01_s050_cafe_5db.wav
voice_01_s050_cafe_0db,voice_01,s050,The final question was harder than expected.,noisy,cafe,0,88473,data\noisy_wav\voice_01_s050_cafe_0db.wav
voice_01_s050_cafe_-5db,voice_01,s050,The final question was harder than expected.,noisy,cafe,-5,199551,data\noisy_wav\voice_01_s050_cafe_-5db.wav
voice_01_s050_cafe_-10db,voice_01,s050,The final question was harder than expected.,noisy,cafe,-10,99385,data\noisy_wav\voice_01_s050_cafe_-10db.wav
voice_01_s050_traffic_20db,voice_01,s050,The final question was harder than expected.,noisy,traffic,20,2334185,data\noisy_wav\voice_01_s050_traffic_20db.wav
voice_01_s050_traffic_10db,voice_01,s050,The final question was harder than expected.,noisy,traffic,10,6308315,data\noisy_wav\voice_01_s050_traffic_10db.wav
voice_01_s050_traffic_5db,voice_01,s050,The final question was harder than expected.,noisy,traffic,5,7979278,data\noisy_wav\voice_01_s050_traffic_5db.wav
voice_01_s050_traffic_0db,voice_01,s050,The final question was harder than expected.,noisy,traffic,0,6978686,data\noisy_wav\voice_01_s050_traffic_0db.wav
voice_01_s050_traffic_-5db,voice_01,s050,The final question was harder than expected.,noisy,traffic,-5,3536342,data\noisy_wav\voice_01_s050_traffic_-5db.wav
voice_01_s050_traffic_-10db,voice_01,s050,The final question was harder than expected.,noisy,traffic,-10,2116206,data\noisy_wav\voice_01_s050_traffic_-10db.wav
voice_01_s050_fan_20db,voice_01,s050,The final question was harder than expected.,noisy,fan,20,85884,data\noisy_wav\voice_01_s050_fan_20db.wav
voice_01_s050_fan_10db,voice_01,s050,The final question was harder than expected.,noisy,fan,10,493152,data\noisy_wav\voice_01_s050_fan_10db.wav
voice_01_s050_fan_5db,voice_01,s050,The final question was harder than expected.,noisy,fan,5,20324,data\noisy_wav\voice_01_s050_fan_5db.wav
voice_01_s050_fan_0db,voice_01,s050,The final question was harder than expected.,noisy,fan,0,785408,data\noisy_wav\voice_01_s050_fan_0db.wav
voice_01_s050_fan_-5db,voice_01,s050,The final question was harder than expected.,noisy,fan,-5,565621,data\noisy_wav\voice_01_s050_fan_-5db.wav
voice_01_s050_fan_-10db,voice_01,s050,The final question was harder than expected.,noisy,fan,-10,54615,data\noisy_wav\voice_01_s050_fan_-10db.wav
voice_02_s001_cafe_20db,voice_02,s001,The package arrived before noon.,noisy,cafe,20,91740,data\noisy_wav\voice_02_s001_cafe_20db.wav
voice_02_s001_cafe_10db,voice_02,s001,The package arrived before noon.,noisy,cafe,10,58778,data\noisy_wav\voice_02_s001_cafe_10db.wav
voice_02_s001_cafe_5db,voice_02,s001,The package arrived before noon.,noisy,cafe,5,170431,data\noisy_wav\voice_02_s001_cafe_5db.wav
voice_02_s001_cafe_0db,voice_02,s001,The package arrived before noon.,noisy,cafe,0,17987,data\noisy_wav\voice_02_s001_cafe_0db.wav
voice_02_s001_cafe_-5db,voice_02,s001,The package arrived before noon.,noisy,cafe,-5,204795,data\noisy_wav\voice_02_s001_cafe_-5db.wav
voice_02_s001_cafe_-10db,voice_02,s001,The package arrived before noon.,noisy,cafe,-10,170853,data\noisy_wav\voice_02_s001_cafe_-10db.wav
voice_02_s001_traffic_20db,voice_02,s001,The package arrived before noon.,noisy,traffic,20,337709,data\noisy_wav\voice_02_s001_traffic_20db.wav
voice_02_s001_traffic_10db,voice_02,s001,The package arrived before noon.,noisy,traffic,10,6326966,data\noisy_wav\voice_02_s001_traffic_10db.wav
voice_02_s001_traffic_5db,voice_02,s001,The package arrived before noon.,noisy,traffic,5,260298,data\noisy_wav\voice_02_s001_traffic_5db.wav
voice_02_s001_traffic_0db,voice_02,s001,The package arrived before noon.,noisy,traffic,0,7965920,data\noisy_wav\voice_02_s001_traffic_0db.wav
voice_02_s001_traffic_-5db,voice_02,s001,The package arrived before noon.,noisy,traffic,-5,2074362,data\noisy_wav\voice_02_s001_traffic_-5db.wav
voice_02_s001_traffic_-10db,voice_02,s001,The package arrived before noon.,noisy,traffic,-10,1672358,data\noisy_wav\voice_02_s001_traffic_-10db.wav
voice_02_s001_fan_20db,voice_02,s001,The package arrived before noon.,noisy,fan,20,21369,data\noisy_wav\voice_02_s001_fan_20db.wav
voice_02_s001_fan_10db,voice_02,s001,The package arrived before noon.,noisy,fan,10,651517,data\noisy_wav\voice_02_s001_fan_10db.wav
voice_02_s001_fan_5db,voice_02,s001,The package arrived before noon.,noisy,fan,5,159784,data\noisy_wav\voice_02_s001_fan_5db.wav
voice_02_s001_fan_0db,voice_02,s001,The package arrived before noon.,noisy,fan,0,250132,data\noisy_wav\voice_02_s001_fan_0db.wav
voice_02_s001_fan_-5db,voice_02,s001,The package arrived before noon.,noisy,fan,-5,132352,data\noisy_wav\voice_02_s001_fan_-5db.wav
voice_02_s001_fan_-10db,voice_02,s001,The package arrived before noon.,noisy,fan,-10,496564,data\noisy_wav\voice_02_s001_fan_-10db.wav
voice_02_s002_cafe_20db,voice_02,s002,She forgot her notebook at the library.,noisy,cafe,20,175494,data\noisy_wav\voice_02_s002_cafe_20db.wav
voice_02_s002_cafe_10db,voice_02,s002,She forgot her notebook at the library.,noisy,cafe,10,29986,data\noisy_wav\voice_02_s002_cafe_10db.wav
voice_02_s002_cafe_5db,voice_02,s002,She forgot her notebook at the library.,noisy,cafe,5,147841,data\noisy_wav\voice_02_s002_cafe_5db.wav
voice_02_s002_cafe_0db,voice_02,s002,She forgot her notebook at the library.,noisy,cafe,0,57138,data\noisy_wav\voice_02_s002_cafe_0db.wav
voice_02_s002_cafe_-5db,voice_02,s002,She forgot her notebook at the library.,noisy,cafe,-5,121905,data\noisy_wav\voice_02_s002_cafe_-5db.wav
voice_02_s002_cafe_-10db,voice_02,s002,She forgot her notebook at the library.,noisy,cafe,-10,183360,data\noisy_wav\voice_02_s002_cafe_-10db.wav
voice_02_s002_traffic_20db,voice_02,s002,She forgot her notebook at the library.,noisy,traffic,20,2149527,data\noisy_wav\voice_02_s002_traffic_20db.wav
voice_02_s002_traffic_10db,voice_02,s002,She forgot her notebook at the library.,noisy,traffic,10,6433207,data\noisy_wav\voice_02_s002_traffic_10db.wav
voice_02_s002_traffic_5db,voice_02,s002,She forgot her notebook at the library.,noisy,traffic,5,3094517,data\noisy_wav\voice_02_s002_traffic_5db.wav
voice_02_s002_traffic_0db,voice_02,s002,She forgot her notebook at the library.,noisy,traffic,0,1407517,data\noisy_wav\voice_02_s002_traffic_0db.wav
voice_02_s002_traffic_-5db,voice_02,s002,She forgot her notebook at the library.,noisy,traffic,-5,5082596,data\noisy_wav\voice_02_s002_traffic_-5db.wav
voice_02_s002_traffic_-10db,voice_02,s002,She forgot her notebook at the library.,noisy,traffic,-10,5093961,data\noisy_wav\voice_02_s002_traffic_-10db.wav
voice_02_s002_fan_20db,voice_02,s002,She forgot her notebook at the library.,noisy,fan,20,784256,data\noisy_wav\voice_02_s002_fan_20db.wav
voice_02_s002_fan_10db,voice_02,s002,She forgot her notebook at the library.,noisy,fan,10,753252,data\noisy_wav\voice_02_s002_fan_10db.wav
voice_02_s002_fan_5db,voice_02,s002,She forgot her notebook at the library.,noisy,fan,5,120096,data\noisy_wav\voice_02_s002_fan_5db.wav
voice_02_s002_fan_0db,voice_02,s002,She forgot her notebook at the library.,noisy,fan,0,815573,data\noisy_wav\voice_02_s002_fan_0db.wav
voice_02_s002_fan_-5db,voice_02,s002,She forgot her notebook at the library.,noisy,fan,-5,171720,data\noisy_wav\voice_02_s002_fan_-5db.wav
voice_02_s002_fan_-10db,voice_02,s002,She forgot her notebook at the library.,noisy,fan,-10,326147,data\noisy_wav\voice_02_s002_fan_-10db.wav
voice_02_s003_cafe_20db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,cafe,20,28337,data\noisy_wav\voice_02_s003_cafe_20db.wav
voice_02_s003_cafe_10db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,cafe,10,151698,data\noisy_wav\voice_02_s003_cafe_10db.wav
voice_02_s003_cafe_5db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,cafe,5,6731,data\noisy_wav\voice_02_s003_cafe_5db.wav
voice_02_s003_cafe_0db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,cafe,0,81777,data\noisy_wav\voice_02_s003_cafe_0db.wav
voice_02_s003_cafe_-5db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,cafe,-5,150941,data\noisy_wav\voice_02_s003_cafe_-5db.wav
voice_02_s003_cafe_-10db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,cafe,-10,177562,data\noisy_wav\voice_02_s003_cafe_-10db.wav
voice_02_s003_traffic_20db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,traffic,20,7617075,data\noisy_wav\voice_02_s003_traffic_20db.wav
voice_02_s003_traffic_10db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,traffic,10,8037736,data\noisy_wav\voice_02_s003_traffic_10db.wav
voice_02_s003_traffic_5db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,traffic,5,3148302,data\noisy_wav\voice_02_s003_traffic_5db.wav
voice_02_s003_traffic_0db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,traffic,0,3327378,data\noisy_wav\voice_02_s003_traffic_0db.wav
voice_02_s003_traffic_-5db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,traffic,-5,7897627,data\noisy_wav\voice_02_s003_traffic_-5db.wav
voice_02_s003_traffic_-10db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,traffic,-10,5997978,data\noisy_wav\voice_02_s003_traffic_-10db.wav
voice_02_s003_fan_20db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,fan,20,207963,data\noisy_wav\voice_02_s003_fan_20db.wav
voice_02_s003_fan_10db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,fan,10,79688,data\noisy_wav\voice_02_s003_fan_10db.wav
voice_02_s003_fan_5db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,fan,5,620859,data\noisy_wav\voice_02_s003_fan_5db.wav
voice_02_s003_fan_0db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,fan,0,724161,data\noisy_wav\voice_02_s003_fan_0db.wav
voice_02_s003_fan_-5db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,fan,-5,657711,data\noisy_wav\voice_02_s003_fan_-5db.wav
voice_02_s003_fan_-10db,voice_02,s003,The orange jacket was hanging near the stairs.,noisy,fan,-10,254646,data\noisy_wav\voice_02_s003_fan_-10db.wav
voice_02_s004_cafe_20db,voice_02,s004,Please confirm the meeting before Friday.,noisy,cafe,20,26712,data\noisy_wav\voice_02_s004_cafe_20db.wav
voice_02_s004_cafe_10db,voice_02,s004,Please confirm the meeting before Friday.,noisy,cafe,10,182764,data\noisy_wav\voice_02_s004_cafe_10db.wav
voice_02_s004_cafe_5db,voice_02,s004,Please confirm the meeting before Friday.,noisy,cafe,5,202501,data\noisy_wav\voice_02_s004_cafe_5db.wav
voice_02_s004_cafe_0db,voice_02,s004,Please confirm the meeting before Friday.,noisy,cafe,0,79058,data\noisy_wav\voice_02_s004_cafe_0db.wav
voice_02_s004_cafe_-5db,voice_02,s004,Please confirm the meeting before Friday.,noisy,cafe,-5,222899,data\noisy_wav\voice_02_s004_cafe_-5db.wav
voice_02_s004_cafe_-10db,voice_02,s004,Please confirm the meeting before Friday.,noisy,cafe,-10,179374,data\noisy_wav\voice_02_s004_cafe_-10db.wav
voice_02_s004_traffic_20db,voice_02,s004,Please confirm the meeting before Friday.,noisy,traffic,20,5036617,data\noisy_wav\voice_02_s004_traffic_20db.wav
voice_02_s004_traffic_10db,voice_02,s004,Please confirm the meeting before Friday.,noisy,traffic,10,6757258,data\noisy_wav\voice_02_s004_traffic_10db.wav
voice_02_s004_traffic_5db,voice_02,s004,Please confirm the meeting before Friday.,noisy,traffic,5,1015483,data\noisy_wav\voice_02_s004_traffic_5db.wav
voice_02_s004_traffic_0db,voice_02,s004,Please confirm the meeting before Friday.,noisy,traffic,0,6679237,data\noisy_wav\voice_02_s004_traffic_0db.wav
voice_02_s004_traffic_-5db,voice_02,s004,Please confirm the meeting before Friday.,noisy,traffic,-5,4747386,data\noisy_wav\voice_02_s004_traffic_-5db.wav
voice_02_s004_traffic_-10db,voice_02,s004,Please confirm the meeting before Friday.,noisy,traffic,-10,6565221,data\noisy_wav\voice_02_s004_traffic_-10db.wav
voice_02_s004_fan_20db,voice_02,s004,Please confirm the meeting before Friday.,noisy,fan,20,43064,data\noisy_wav\voice_02_s004_fan_20db.wav
voice_02_s004_fan_10db,voice_02,s004,Please confirm the meeting before Friday.,noisy,fan,10,364069,data\noisy_wav\voice_02_s004_fan_10db.wav
voice_02_s004_fan_5db,voice_02,s004,Please confirm the meeting before Friday.,noisy,fan,5,558623,data\noisy_wav\voice_02_s004_fan_5db.wav
voice_02_s004_fan_0db,voice_02,s004,Please confirm the meeting before Friday.,noisy,fan,0,449186,data\noisy_wav\voice_02_s004_fan_0db.wav
voice_02_s004_fan_-5db,voice_02,s004,Please confirm the meeting before Friday.,noisy,fan,-5,693655,data\noisy_wav\voice_02_s004_fan_-5db.wav
voice_02_s004_fan_-10db,voice_02,s004,Please confirm the meeting before Friday.,noisy,fan,-10,388571,data\noisy_wav\voice_02_s004_fan_-10db.wav
voice_02_s005_cafe_20db,voice_02,s005,I heard thunder while walking across campus.,noisy,cafe,20,18076,data\noisy_wav\voice_02_s005_cafe_20db.wav
voice_02_s005_cafe_10db,voice_02,s005,I heard thunder while walking across campus.,noisy,cafe,10,132634,data\noisy_wav\voice_02_s005_cafe_10db.wav
voice_02_s005_cafe_5db,voice_02,s005,I heard thunder while walking across campus.,noisy,cafe,5,169749,data\noisy_wav\voice_02_s005_cafe_5db.wav
voice_02_s005_cafe_0db,voice_02,s005,I heard thunder while walking across campus.,noisy,cafe,0,89451,data\noisy_wav\voice_02_s005_cafe_0db.wav
voice_02_s005_cafe_-5db,voice_02,s005,I heard thunder while walking across campus.,noisy,cafe,-5,3316,data\noisy_wav\voice_02_s005_cafe_-5db.wav
voice_02_s005_cafe_-10db,voice_02,s005,I heard thunder while walking across campus.,noisy,cafe,-10,222711,data\noisy_wav\voice_02_s005_cafe_-10db.wav
voice_02_s005_traffic_20db,voice_02,s005,I heard thunder while walking across campus.,noisy,traffic,20,3523708,data\noisy_wav\voice_02_s005_traffic_20db.wav
voice_02_s005_traffic_10db,voice_02,s005,I heard thunder while walking across campus.,noisy,traffic,10,6898211,data\noisy_wav\voice_02_s005_traffic_10db.wav
voice_02_s005_traffic_5db,voice_02,s005,I heard thunder while walking across campus.,noisy,traffic,5,4112109,data\noisy_wav\voice_02_s005_traffic_5db.wav
voice_02_s005_traffic_0db,voice_02,s005,I heard thunder while walking across campus.,noisy,traffic,0,885324,data\noisy_wav\voice_02_s005_traffic_0db.wav
voice_02_s005_traffic_-5db,voice_02,s005,I heard thunder while walking across campus.,noisy,traffic,-5,3636657,data\noisy_wav\voice_02_s005_traffic_-5db.wav
voice_02_s005_traffic_-10db,voice_02,s005,I heard thunder while walking across campus.,noisy,traffic,-10,8059670,data\noisy_wav\voice_02_s005_traffic_-10db.wav
voice_02_s005_fan_20db,voice_02,s005,I heard thunder while walking across campus.,noisy,fan,20,379781,data\noisy_wav\voice_02_s005_fan_20db.wav
